inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.1; crossover_prob = 0.0 , 0.02998528 , 0
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 20; mutation_prob = 0.7; crossover_prob = 0.5 , 0.00955682 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.7; crossover_prob = 0.5 , 0.01161484 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.7; crossover_prob = 0.6 , 0.32524159999999996 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.8 , 0.00630662 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 20; mutation_prob = 0.7; crossover_prob = 0.8 , 0.01039722 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.8 , 0.00534564 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.9 , 0.00530792 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.7; crossover_prob = 0.9 , 0.10339312 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 20; mutation_prob = 0.7; crossover_prob = 1.0 , 0.0123281 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.0 , 0.029023240000000002 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.8; crossover_prob = 0.0 , 0.10200462 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.8; crossover_prob = 0.1 , 0.08009856 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.3 , 0.00549586 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.8; crossover_prob = 0.3 , 0.08792814 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.4 , 0.02414474 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 20; mutation_prob = 0.8; crossover_prob = 0.6 , 0.01376062 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.8; crossover_prob = 0.6 , 0.08473572 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.7 , 0.00541766 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.8; crossover_prob = 0.7 , 0.08420416 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.8; crossover_prob = 0.7 , 0.08043904 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.8; crossover_prob = 0.8 , 0.00950008 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.8 , 0.02249348 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.9 , 0.00507658 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.9 , 0.02190282 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.9; crossover_prob = 0.0 , 0.0826087 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.1 , 0.00504298 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.9; crossover_prob = 0.2 , 0.08973964 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.9; crossover_prob = 0.3 , 0.00973796 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.9; crossover_prob = 0.3 , 0.0825398 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.4 , 0.0233084 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.5 , 0.00540712 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 20; mutation_prob = 0.9; crossover_prob = 0.5 , 0.00953276 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.9; crossover_prob = 0.5 , 0.08554091999999999 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.9; crossover_prob = 0.6 , 0.00944436 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.9; crossover_prob = 0.7 , 0.00941028 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.8 , 0.0051315399999999995 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.9; crossover_prob = 0.9 , 0.01009256 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.9 , 0.02281014 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 1.0 , 0.00520214 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 1.0 , 0.00518506 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.9; crossover_prob = 1.0 , 0.00995464 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 1.0 , 0.028187 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.9; crossover_prob = 1.0 , 0.08790032 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 1.0; crossover_prob = 0.4 , 0.07844308 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.1 , 0.03584456 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.3 , 0.4249274 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.4 , 0.0253767 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.5 , 0.03709192 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.0; crossover_prob = 0.5 , 0.10071000000000001 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.6 , 0.03586666 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.7 , 0.02629932 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.0; crossover_prob = 0.7 , 0.8097404 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.8 , 0.393684 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.9 , 0.02618252 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.1; crossover_prob = 0.1 , 0.03013718 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.1; crossover_prob = 0.1 , 0.02910544 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.3 , 0.03724768 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.5 , 0.02571714 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.6 , 0.025470220000000002 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.6 , 0.0257611 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.6 , 0.036296379999999996 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.1; crossover_prob = 0.7 , 0.02976534 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 0.8 , 0.03612364 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.1; crossover_prob = 0.8 , 0.02972614 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.9 , 0.01247078 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.1; crossover_prob = 1.0 , 0.03620654 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.2 , 0.03786656 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.4 , 0.0375635 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.6 , 0.0381397 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.2; crossover_prob = 0.6 , 0.1126192 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.2; crossover_prob = 0.9 , 0.03766654 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.3; crossover_prob = 0.5 , 0.4081998 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.3; crossover_prob = 0.5 , 0.8963576 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.3; crossover_prob = 0.7 , 0.9510582 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.3; crossover_prob = 1.0 , 0.9125692 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.4; crossover_prob = 0.1 , 0.03743346 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.4; crossover_prob = 0.1 , 0.8895094 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.4; crossover_prob = 0.5 , 0.04007492 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.4; crossover_prob = 0.7 , 0.9195182000000001 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 40; mutation_prob = 0.4; crossover_prob = 0.8 , 0.0275238 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.5; crossover_prob = 0.3 , 0.9227452 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.5; crossover_prob = 0.4 , 0.04061492 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.5; crossover_prob = 0.8 , 1.0129683999999999 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.6; crossover_prob = 0.0 , 0.915859 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.6; crossover_prob = 0.3 , 0.4633316 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.6; crossover_prob = 0.3 , 0.94973 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.6; crossover_prob = 0.9 , 0.04123124 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.6; crossover_prob = 0.9 , 0.9227531999999999 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.6; crossover_prob = 1.0 , 0.04050782 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.7; crossover_prob = 0.0 , 0.8899804 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.7; crossover_prob = 0.2 , 0.4193768 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.7; crossover_prob = 0.5 , 0.0387432 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.7; crossover_prob = 0.6 , 0.03806186 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.7; crossover_prob = 0.6 , 0.412614 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.7; crossover_prob = 0.7 , 0.03826106 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.7; crossover_prob = 0.7 , 1.0203072 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.7; crossover_prob = 0.8 , 0.9591354 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.7; crossover_prob = 0.9 , 0.0278585 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.7; crossover_prob = 0.9 , 0.8970726 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.7; crossover_prob = 1.0 , 0.4245082 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.8; crossover_prob = 0.1 , 0.4502082 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.8; crossover_prob = 0.6 , 0.03863104 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.8; crossover_prob = 0.6 , 0.8959314 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.8; crossover_prob = 0.6 , 0.9133928 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.8; crossover_prob = 0.7 , 0.02692128 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.8; crossover_prob = 0.7 , 0.10623892 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.8; crossover_prob = 0.8 , 0.037416239999999996 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.9; crossover_prob = 0.0 , 0.0271995 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.9; crossover_prob = 0.0 , 0.4290768 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.9; crossover_prob = 0.2 , 0.9815634 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.9; crossover_prob = 0.4 , 0.0266384 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.9; crossover_prob = 0.4 , 0.410262 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 0.9; crossover_prob = 0.7 , 0.03800324 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.9; crossover_prob = 0.8 , 0.1158632 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.9; crossover_prob = 0.9 , 0.1095608 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 0.9; crossover_prob = 1.0 , 0.040776 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = one; population_size = 60; mutation_prob = 0.9; crossover_prob = 1.0 , 0.8868922 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 60; mutation_prob = 0.9; crossover_prob = 1.0 , 0.8742028 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = two; population_size = 60; mutation_prob = 1.0; crossover_prob = 0.3 , 0.0377921 , 1.2
inputfile = ssp_10.txt; selection = tournament_selection; crossover = one; population_size = 60; mutation_prob = 1.0; crossover_prob = 0.7 , 0.03708474 , 1.2
inputfile = ssp_10.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 1.0; crossover_prob = 1.0 , 0.395324 , 1.2
inputfile = ssp_20.txt; selection = tournament_selection; crossover = two; population_size = 40; mutation_prob = 0.0; crossover_prob = 0.8 , 0.035572519999999996 , 1.2
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.3 , 0.1551296 , 1.2
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.3 , 0.572284 , 1.2
inputfile = ssp_20.txt; selection = roulette_selection; crossover = two; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.5 , 0.6198912 , 1.2
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.1; crossover_prob = 0.7 , 0.1460898 , 1.2
inputfile = ssp_20.txt; selection = roulette_selection; crossover = one; population_size = 40; mutation_prob = 0.1; crossover_prob = 0.9 , 0.60092 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.0 , 0.0224463 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.1 , 0.004803480000000001 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.3 , 0.024430359999999998 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.6 , 0.02291108 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.0; crossover_prob = 0.9 , 0.08167893999999999 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.0; crossover_prob = 1.0 , 0.0221572 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.1; crossover_prob = 0.6 , 0.02415592 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 20; mutation_prob = 0.2; crossover_prob = 0.0 , 0.0092133 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.0 , 0.02224736 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.3 , 0.0057453 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.3 , 0.02295236 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.4 , 0.02380768 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.9 , 0.00499288 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.9 , 0.00512006 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.2; crossover_prob = 1.0 , 0.02198794 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.0 , 0.0048026 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.1 , 0.0049109800000000006 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.3; crossover_prob = 0.1 , 0.08387614 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.2 , 0.02151008 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.4 , 0.02252952 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.5 , 0.02145826 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.6 , 0.00476792 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.3; crossover_prob = 0.9 , 0.08135634 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.3; crossover_prob = 1.0 , 0.00969022 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.3; crossover_prob = 1.0 , 0.02253026 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.3; crossover_prob = 1.0 , 0.02259962 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.1 , 0.00485702 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.1 , 0.0049102 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 20; mutation_prob = 0.4; crossover_prob = 0.5 , 0.00918736 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.4; crossover_prob = 0.5 , 0.08155646 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 20; mutation_prob = 0.4; crossover_prob = 0.6 , 0.01101246 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.8 , 0.02276912 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.9 , 0.022383 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.0 , 0.0049102600000000005 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.0 , 0.02216282 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.1 , 0.00485356 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.2 , 0.0048726 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.4 , 0.00472608 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.4 , 0.02164222 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 20; mutation_prob = 0.5; crossover_prob = 0.8 , 0.00962358 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.5; crossover_prob = 0.9 , 0.0099277 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.6; crossover_prob = 0.0 , 0.01007132 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.1 , 0.00489996 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.1 , 0.02237052 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 20; mutation_prob = 0.6; crossover_prob = 0.2 , 0.00934708 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.6; crossover_prob = 0.2 , 0.08612832000000001 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.2 , 0.0225856 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.3 , 0.0051027 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.3 , 0.0224215 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.4 , 0.022444040000000002 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 20; mutation_prob = 0.6; crossover_prob = 0.4 , 0.08084206 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.6; crossover_prob = 0.6 , 0.08622918 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.7 , 0.02798312 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 20; mutation_prob = 0.6; crossover_prob = 0.7 , 0.10044006 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.8 , 0.02307988 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 1.0 , 0.0053038 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.7; crossover_prob = 0.0 , 0.00954906 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 20; mutation_prob = 0.7; crossover_prob = 0.1 , 0.00943926 , 1.4
