inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.1 , 0.02013834 , 1
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.0 , 0.0047619 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.1 , 0.00448536 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.2 , 0.021408999999999997 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.4 , 0.0212823 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.5 , 0.00480668 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.6 , 0.00481368 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.7 , 0.00474616 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.7 , 0.00476534 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.8 , 0.00484998 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.3 , 0.00482342 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.4 , 0.0047345 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.4 , 0.00476002 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.6 , 0.00526278 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.6 , 0.02161438 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.7 , 0.00478376 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.9 , 0.02226606 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 1.0 , 0.00501982 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 1.0 , 0.022485 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.2 , 0.0048583 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.2 , 0.00491672 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.3 , 0.00479988 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.5 , 0.00489528 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.6 , 0.0218663 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.7 , 0.00482034 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.7 , 0.00481118 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.8 , 0.021776320000000002 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.9 , 0.02180578 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.0 , 0.00471138 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.0 , 0.00469974 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.0 , 0.0218854 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.1 , 0.00468936 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.1 , 0.00478184 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.1 , 0.021831 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.2 , 0.02207578 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.3 , 0.00477506 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.5 , 0.022313 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.8 , 0.00500958 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.9 , 0.02223344 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.0 , 0.00471756 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.0 , 0.0220217 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.2 , 0.02214328 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.3 , 0.00473708 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.4 , 0.02217226 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.7 , 0.0221075 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.9 , 0.0050448 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.9 , 0.00487872 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.9 , 0.022198739999999998 , 1.2
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 1.0 , 0.0048888000000000004 , 1.2
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.0 , 0.02021034 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.2 , 0.00440354 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.2 , 0.00445814 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.2 , 0.0201565 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.4 , 0.01970254 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.1; crossover_prob = 0.3 , 0.0045747999999999995 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.1; crossover_prob = 0.8 , 0.00453158 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.0 , 0.00454688 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.2 , 0.02076474 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.8 , 0.021415939999999998 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.9 , 0.00479214 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.9 , 0.0214762 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.2; crossover_prob = 1.0 , 0.00473012 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.2; crossover_prob = 1.0 , 0.00480092 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.3 , 0.0045556600000000004 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.3 , 0.00461238 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.7 , 0.00473434 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.8 , 0.00464096 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.8 , 0.02119324 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.9 , 0.00501692 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.3; crossover_prob = 1.0 , 0.02119788 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.1 , 0.0047464 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.3 , 0.02174536 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.5 , 0.02118064 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.6 , 0.02155602 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.7 , 0.0047515199999999995 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.9 , 0.00476828 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.2 , 0.02155036 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.3 , 0.00469212 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.3 , 0.02123054 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.8 , 0.02138442 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.9 , 0.00472658 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 1.0 , 0.00494348 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 1.0 , 0.02155742 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 1.0 , 0.02184954 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.0 , 0.02154424 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.1 , 0.00464186 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.1 , 0.00485482 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.2 , 0.02145246 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.3 , 0.0046416 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.3 , 0.02176212 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.3 , 0.02166188 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.5 , 0.004774319999999999 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.5 , 0.02160258 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.6 , 0.02149998 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.9 , 0.02499138 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 1.0 , 0.02361064 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.0 , 0.00476854 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.0 , 0.00487758 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.1 , 0.02227054 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.2 , 0.0220951 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.3 , 0.021878540000000002 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.3 , 0.02181702 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.4 , 0.00488446 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.6 , 0.00483208 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.8 , 0.00486624 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 1.0 , 0.00489304 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.3 , 0.02240446 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.4 , 0.00484316 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.5 , 0.00484992 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.6 , 0.0048708399999999995 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.7 , 0.02217786 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 1.0 , 0.02295374 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.1 , 0.0047395 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.1 , 0.0222095 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.2 , 0.0047069 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.2 , 0.022893319999999998 , 1.4
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.8 , 0.02200372 , 1.4
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.1 , 0.00460968 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.1 , 0.02078994 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.4 , 0.00451364 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.5 , 0.021059519999999998 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.7 , 0.00480692 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.2; crossover_prob = 1.0 , 0.02178792 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.0 , 0.020920539999999998 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.2 , 0.00454216 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.7 , 0.00470932 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.0 , 0.02134666 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.2 , 0.00470634 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.2 , 0.0218906 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.3 , 0.0047383600000000005 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.4 , 0.02106292 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.5 , 0.0047354 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.6 , 0.00472632 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.7 , 0.0047483 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.7 , 0.02121604 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.8 , 0.00480652 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.8 , 0.02156412 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 1.0 , 0.00477448 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 1.0 , 0.02127018 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.0 , 0.00465078 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.1 , 0.0212492 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.3 , 0.02151452 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.5 , 0.0047465599999999995 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.5 , 0.0219346 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.8 , 0.0047748600000000006 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.5; crossover_prob = 0.9 , 0.02172994 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.5 , 0.00469106 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.8 , 0.02203394 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.4 , 0.02211734 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.4 , 0.02191092 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.8 , 0.00480506 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.9 , 0.00476842 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.9 , 0.00488304 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.9 , 0.02173462 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 1.0 , 0.02211112 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.6 , 0.0048641199999999996 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.6 , 0.0221451 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.9 , 0.00500688 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.0 , 0.00486184 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.3 , 0.02197564 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.6 , 0.02269068 , 1.6
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.8 , 0.02216232 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.9; crossover_prob = 1.0 , 0.0048975 , 1.6
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.1 , 0.0043954 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.0; crossover_prob = 0.3 , 0.00457406 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.1 , 0.0046021199999999995 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.2; crossover_prob = 0.4 , 0.00463472 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.1 , 0.00474238 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.1 , 0.00492926 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.2 , 0.00478632 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.3; crossover_prob = 0.6 , 0.0046729399999999996 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.0 , 0.00535208 , 1.8
inputfile = ssp_5.txt; selection = roulette_selection; crossover = one; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.4 , 0.02170942 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.4; crossover_prob = 0.5 , 0.00478022 , 1.8
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.0 , 0.02191556 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.6; crossover_prob = 0.2 , 0.0046828 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.3 , 0.00465012 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = one; population_size = 10; mutation_prob = 0.7; crossover_prob = 0.5 , 0.0048169 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.7; crossover_prob = 1.0 , 0.0048606199999999995 , 1.8
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.1 , 0.0218824 , 1.8
inputfile = ssp_5.txt; selection = tournament_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.2 , 0.00479938 , 1.8
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.4 , 0.02221828 , 1.8
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 0.9 , 0.02209192 , 1.8
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.8; crossover_prob = 1.0 , 0.0222511 , 1.8
inputfile = ssp_5.txt; selection = roulette_selection; crossover = two; population_size = 10; mutation_prob = 0.9; crossover_prob = 0.3 , 0.02217728 , 1.8
